id,title,cluster,bins
1c72gws,breakthrough co2-fueled generator turns greenhouse gas into electricity | researchers claim that they were able to capture approximately 1 percent of the inherent energy contained within co2 gas.,4,200
1c7tpak,us conducts world’s first ai-driven vs. human-piloted f-16 dogfight,1,200
1c8i8e2,microsoft’s vasa-1 can deepfake a person with one photo and one audio track,0,200
1c8ou5z,corkscrew polarized infrared laser light induces magnetism in strontium titanate at room temperature,0,200
1c8wih9,"led touchscreen is also a pv charger. perovskite display tech can read fingerprints and gather health data, too.",4,200
1c91sv8,home assistant’s next era begins now,0,200
1c9ikcc,"this electrode material allows 33x more energy storage in wearables | modified carbon nanotube fiber excels with 33x energy storage, 3.3x strength, and 1.3x conductivity over regular fibers.",2,200
1cada73,"meet qdel, the backlight-less display tech that could replace oled in premium tvs",1,200
1cafhyg,hydrogen trains could revolutionize how americans get around,1,200
1carkhm,"400,000 ‘solar balconies’ boost german home energy harvesting capacity | the solar balcony generates only a tenth of the power output of a rooftop solution, but it is portable if the homeowner wishes to relocate.",1,200
1cb0qek,"gpt-4 can exploit zero-day security vulnerabilities all by itself, a new study finds",3,200
1cb3cvg,"world’s only quantum-gas microscope imaging strontium’s individual atoms | researchers confirmed that strontium gas is a superfluid, lacking viscosity—a key quantum phase of matter.",1,200
1cb6byr,curving terahertz signals around obstacles for 6g | the first curved thz data link could boost faster data networks beyond 5g,2,200
1cblslb,"mit's powerful chip offers ai boost, defense against data breach | this new chip will adopt a three-part approach to protect ai devices from data attacks.",1,200
1cbtdgx,mit study reveals ai model that can predict future actions of human,1,200
1cc6xec,"plato's final resting place revealed using 'bionic eye' | with new technology, researchers decipher 1000 words from the herculaneum papyri that includes details about plato’s final resting place.",1,200
1ccn78t,an ai startup made a hyperrealistic deepfake of me that’s so good it’s scary | synthesia's new technology is impressive but raises big questions about a world where we increasingly can’t tell what’s real,2,200
1ccrar5,opencrispr-1: world’s first open-source ai scissor edits human genes | the gene editors developed by profluent are built upon the pioneering techniques recognized with nobel prizes.,1,200
1ccrdrv,tiny biosensor unlocks the secrets of sweat,0,200
1cd7c68,new laser tech using raman spectroscopy detects illegal elephant ivory | non-destructive laser technology swiftly detects illegal elephant ivory.,1,200
1cdk79c,a new kind of gene-edited pig kidney was just transplanted into a person,3,200
1ceeasd,energy-smart bricks keep waste out of landfill,0,200
1ceqzra,darpa unleashes 20-foot autonomous robo-tank with glowing green eyes | it rolls through rough terrain like it's asphalt,0,200
1cf45oh,"world's biggest 3d printer whirs into action. it's hoped giant device will be able to print homes, bridges, boats and wind turbines.",4,200
1cff67b,ukraine is riddled with land mines. drones and ai can help,4,200
1cg5lds,solar fuel production just needs a change in direction photoelectrodes that move electric charge diagonally split water better,1,200
1cg8x3p,nasa uses laser link to beam data 140 million miles across space at 25 mbps,3,200
1cgozvz,bacterial enzyme strips away blood types to create universal donor blood,1,200
1chi7pu,miniature robotic bees navigate swarm flight autonomously,0,200
1chjjkd,"meet stickbug, the new six-arm pollinating bot living in greenhouses | stickbug, a multi-agent robot aims to address the decline in natural pollinators by autonomously transferring pollen to specific types of flowers.",2,200
1chn1bo,agricultural iot system sends power through the soil | tennessee field trials powers sensors for just pennies per day,4,200
1cice6g,darpa’s massive manta ray robotic sub hits the sea,0,200
1cigw4o,"sea turtle ears inspire a new heart monitor design | the device ""listens"" by detecting tiny vibrations in a beam sensor",4,200
1ciut8o,stretchable e-skin could give robots human-level touch sensitivity,1,200
1cj7l2q,this biometric dog collar could help in predicting earthquakes | the petpace biometric collar monitors a dog’s stress levels which might help us understand that an earthquake is coming.,2,200
1cj8crn,these recyclable circuit boards could stem e-waste. vitrimer-based pcbs can be broken down into a gel for repeated reuse.,4,200
1cja554,"transparent filter with 10,000-pixel power turns phone into pro camera | the study utilizes a transparent, one-centimeter-square plane featuring a 2d semiconductor—a thin film composed of only a few atoms.",0,200
1cjo3yu,copper coating turns touchscreens into bacteria killers,0,200
1cjue1p,an ai-controlled fighter jet took the air force leader for a historic ride. what that means for war,0,200
1ck56c3,"smart antennas shape satellite internet tech to come. metasurface arrays will portably link up base stations, cars, and drones.",3,200
1ckawq1,"researchers develop new device modeled on leeches for taking blood samples using microneedles and a suction cup instead of a large needle. it is low cost, helps people with needle phobia, reduces risk of needlestick injuries and can be used by people without medical training.",1,200
1ckcqzz,new technique improves t cell-based immunotherapies for solid tumors,4,200
1ckd5nn,"nasa’s orion capsule heat shield wore away in more than 100 places during 2022 test flight, posing ‘significant risks’ a new report highlights safety issues that nasa must address before using the spacecraft to send astronauts to the moon, and the agency is already working on fixing the problems.",4,200
1ckqtmo,"china’s water battery has almost double energy capacity than lithium cells | aqueous batteries use water as the solvent for electrolytes, enhancing the safety of the batteries.",1,200
1cldn2a,"generative ai will be designing new drugs all on its own in the near future | within a few years, experts at lilly and nvidia say ai will not only think up new drugs, but ones that humans could not create",1,200
1clg5d8,"""video games"" for flies shed light on how they fly | biologists went to great lengths to study insects' complex wing structures",0,200
1clibbi,deep-space lasers smash data speed records over interplanetary distances,0,200
1clm0lh,scientists are trying to get cows pregnant with synthetic embryos,1,200
1clrpxn,the invisible seafaring industry that keeps the internet afloat,0,200
1clxwk8,nanotechnology-based oral insulin may replace injections for diabetes  | it consists of a “nano-carrier” that precisely delivers insulin molecules inside the body.,0,200
1cm1r7r,"40,000 ai-narrated audiobooks flood audible, dividing authors and listeners | ai audiobooks have invited backlash from narrators",3,200
1cmcmyt,sound waves cut cold brew coffee-making time from 24 hours to 3 mins | researchers have developed an ultrasonic machine to speed up the cold brew of ground coffee beans.,3,200
1cmxyj5,raspberry pis get a built-in remote access tool: raspberry pi connect,2,200
1cn25vj,"high-speed military amphibian skims the waves using surface effect | textron is developing a remarkable new surface effect amphibious transport for the us navy and marines. it can carry 50 tons of cargo, skims the waves at 50+ knots, and operates in water just four feet deep.",2,200
1cn2v4h,this sound-suppressing silk can create quiet spaces,0,200
1cnkbfi,"engineers develop ‘wraparound’ device for spinal cord treatment | this approach inspired by microelectronics involves wrapping very thin, high-resolution implants around the whole spinal cord.",4,200
1cnmn0j,robot dogs armed with ai-targeting rifles undergo us marines special ops evaluation,1,200
1co2z9e,femtosecond lasers solve solar panels' recycling issue,4,200
1coco0a,"scientists unlock key to cheap hydrogen fuel with 95% less iridium | this new discovery dramatically reduces the need for a rare, expensive metal currently used in hydrogen fuel production.",2,200
1covgos,2d gold sheet draws graphene comparisons. applications expected in water-to-hydrogen tech and efficient electronics.,4,200
1cox4et,"smart contact lens to wirelessly detect irreversible vision loss early | the contact lens can provide real-time monitoring of eye pressure, which is crucial for conditions like glaucoma.",0,200
1cp79vm,"is ai lying to me? scientists warn of growing capacity for deception | researchers find instances of systems double-crossing opponents, bluffing, pretending to be human and modifying behaviour in tests",1,200
1cp7x63,bumble founder shares odd future of dating: your ai dates my ai,1,200
1cpg8s3,"using mri, engineers have found a way to detect light deep in the brain. the new technique could enable detailed studies of how brain cells develop and communicate with each other.",1,200
1cpljhz,making batteries takes lots of lithium: almost half of it could come from pennsylvania wastewater,1,200
1cps031,"red, yellow, green ... and white? smarter vehicles could mean big changes for the traffic light",4,200
1cq7ajl,university students in hawaii use cutting-edge technology to digitally restore historic buildings damaged by maui wildfires. a new course at university of hawaii at manoa has enrollees design digital twins of notable structures so that people can experience them virtually.,1,200
1cqvnsn,world's highest-efficiency hydrogen system scales up for mass production,2,200
1cqywcc,"scientists use bamboo to create transparent glass with fireproof power | with a transmittance of 71.6 percent, the transparent material increased energy conversion by 15 percent when employed in solar cells.",1,200
1crho12,"openai’s newest ai model can hold a humanlike conversation | gpt-4o can see, hear and speak with near-instant response times.",3,200
1crrt0k,startup sends bluetooth into low earth orbit. hubble network and life360 aim to launch a worldwide item-tracking network.,0,200
1crsjrv,revolutionary ai device mimics human brain with few-molecule computing,1,200
1cs3sy3,scientists develop an affordable sensor for lead contamination,4,200
1csfy67,"in seawater, researchers see an untapped bounty of critical metals",4,200
1cshtwv,this microcapacitor charges 100 million times faster than lithium-ion batteries | a materials tweak could push microcapacitors onto next-gen chips,4,200
1csikm8,"power the poor: sweden makes low-cost zinc battery with 8,000 charging cycles | the battery is made from abundantly available materials and retains 80 percent of its performance over the course of 8,000 cycles.",4,200
1csj6cj,robotic “superlimbs” could help moonwalkers recover from falls,2,200
1ct0nr1,"new neural tech could power insect-sized intelligent flying robots | the system uses a five-layer spiking neural network with 28,800 neurons to analyze raw event-based camera data and estimate the camera’s 3d motion.",1,200
1cta8fz,"""snake-like"" probe images arteries from within | the new fiber-optic probe could transform aneurysm and brain clot treatments",1,200
1ctiduo,super-efficient solar cells: solar cells that combine traditional silicon with cutting-edge perovskites,1,200
1cu2bzk,quantum internet inches closer: qubits sent 22 miles via fiber optic cable | three research labs in three different countries have found different ways to make the quantum internet possible.,3,200
1cuuej4,uk builds world’s smallest light detector to shrink quantum computers | the detector is not just the world’s smallest but also 10 times faster than detectors previously built for quantum light detection.,1,200
1cve5k6,5 things to know about nasa’s tiny twin polar satellites,0,200
1cvf8dm,repurposed beer yeast may offer a cost-effective way to remove lead from water,1,200
1cvgr9s,china’s first large-scale sodium-ion battery charges to 90% in 12 minutes,1,200
1cvo54b,patagonia is cracking the code on endlessly recyclable wetsuits. the outdoor apparel retailer will start selling wetsuits made in part from used wetsuits deconstructed at a molecular level and reborn as new fabric.,4,200
1cvppq0,"researchers achieve giant energy storage, power density on a microchip",1,200
1cw3q89,"the supermarket scanner changed the way we buy groceries forever. invented 50 years ago, the curious box deciphered an arcane kind of code to offer shoppers a trip into the future.",2,200
1cwftp6,"mad scientists build ""dune""-inspired stillsuit that can recycle sweat",2,200
1cwfx1m,green concrete recycling twice the coal ash is built to last,4,200
1cwjaf7,real-life 'stillsuit' recycles body fluids into drinkable water,4,200
1cwq0l6,"world’s first drone-shepherd successfully steers cattle herd remotely | the program includes a docking station housing a drone that can land, recharge, and take off based on its preset schedule.",2,200
1cws43o,single brain implant gives paralyzed man bilingual communication,1,200
1cwyr24,"new windows ai feature records everything you’ve done on your pc | recall uses ai features ""to take images of your active screen every few seconds.""",1,200
1cxazt6,"ai is a black box. anthropic figured out a way to look inside | what goes on in artificial neural networks work is largely a mystery, even to their creators. but researchers from anthropic have caught a glimpse.",1,200
1cxb6gz,crushing it: autonomous ai robot creates a shock-absorbing shape no human ever could,1,200
1cxccqe,"robotic palm mimics human touch. mit csail researchers enhance robotic precision with sophisticated tactile sensors in the palm and agile fingers, setting the stage for improvements in human-robot interaction and prosthetic technology.",4,200
1cxnh5w,"copper-coated steel promises 90% bacterial elimination from surfaces | scientists developed a copper-coated nanotextured stainless steel (nss) surface to prevent bacterial infections, effective in most shared environments.",0,200
1cxu1fl,you can now buy a 4-foot-tall humanoid robot for $16k,2,200
1cxzbql,a device that zaps the spinal cord gave paralyzed people better control of their hands,1,200
1cxzh9h,scientists grow diamonds from scratch in 15 minutes thanks to groundbreaking new process,1,200
1cxzitn,"making steel with electricity. mit spinout boston metal is commercializing a new method for making steel and other metals, to help clean up the emissions-intensive industry.",2,200
1cywl4s,'absolute miracle' breakthrough provides recipe for zero-carbon cement,4,200
1cz5n2q,'bio-paper' implant: personalized wireless electrotherapy for parkinson's,0,200
1czim1g,"scientists print invisible, spider silk-like sensors directly on skin | the fibres used in these sensors are at least 50 times thinner than a human hair.",2,200
1czj6ta,"new warp drive concept does twist space, doesn’t move us very fast. while it won't make a useful spaceship engine, it may tell us more about relativity.",1,200
1czkbwm,male birth control breakthrough safely switches off fit sperm for a while,4,200
1d0123c,"new ‘invisible tweezers’ can make robot surgery non-invasive | the method uses acoustic emitters to create 3d vortex fields, acting like invisible tweezers to traverse bone and tissue.",1,200
1d0jo4o,"2 teens won $50,000 for inventing a device that can filter toxic microplastics from water",1,200
1d0kihg,"new tool blocks high-frequency signal interference, aids 6g tech | the adjustable filter is designed to prevent signals from causing interference, even in higher-frequency bands. the quarter-sized filter will unlock the next generation of wireless communications.",4,200
1d142j3,"organic waste can't be added directly to concrete because it would decompose over time and weaken the building material. to overcome this challenge, researchers developed a technique to make concrete 30% stronger using coffee biochar made with a low-energy process without oxygen.",1,200
1d1vuqe,"noise-canceling headphones use ai to let a single voice through. they could help wearers focus on specific voices in noisy environments, such as a friend in a crowd or a tour guide amid the urban hubbub.",1,200
1d22f56,three new supercomputers reach top of green500 list. efficiency ratings matter more and more in the exascale age.,3,200
1d2flj7,darpa intends to wirelessly charge drones while in flight by power-beaming,0,200
1d2z84j,"neuralink rival sets brain-chip record with 4,096 electrodes on human brain | precision expects its minimally invasive brain implant to hit the market next year.",1,200
1d3avu4,attosecond x-ray pulses reveal the dance of electrons,0,200
1d3cmqn,scientists create new color-changing ‘sunglasses for windows’ to block heat | once activated the color changing film can retain the color for 40 hours unless a reverse potential is applied to make it transparent.,3,200
1d3q527,world-first tooth-regrowing drug will be given to humans in september,0,200
1d43v1n,"robotic ‘third thumb’ expands hand’s range of motion, carrying capacity | study showed, 98 percent of participants successfully manipulated objects with the third thumb, with only 13 unable to perform the task within the first minute.",0,200
1d4su6x,australian firm cryogenically freezes man after death in hopes of revival | an australian man underwent the first successful cryonics suspension via southern cryonics and cryopath tech.,2,200
1d5k01h,"world’s fastest vision chip for autonomous cars created in china is capable of sensing 10,000 frames per second.",4,200
1d5vh9l,this lens is just three atoms thick and works like a quantum lighthouse. the tiniest fresnel lens may be perfect for augmented reality glasses.,4,200
1d6dpqe,"what to know about world's first wooden satellite, set to launch this year",1,200
1d6hz8u,"researchers hope that the world's first ""living processor"" will lead to energy-efficient computing power | online platform gives researchers remote access to 16 human brain organoids",1,200
1d70v8n,"1x's eve humanoid robot masters task chaining, nears autonomous work",4,200
1d73p56,synthetic plugs could reduce need for total knee replacements | an off-the-shelf surgical device could treat osteochondral defects and avoid total knee replacement.,2,200
1d740pi,ai-directed drones could help find lost hikers faster,2,200
1d7ot9u,can 'energy hog' hot tubs be made greener?,4,200
1d7u7yy,night-vision lenses so thin and light that we can all see in the dark,0,200
1d8my1g,stretchy displays sport better resolution | ultrathin oleds still shine when stretched,4,200
1d8p8wq,"this system converts air to water using atmospheric water generators that contain a liquid desiccant. using the sun or renewable electricity they heat the desiccant to 65c which releases the moisture, and can be condensed into drinking water. each unit produces about 2,000 litres of drinking water.",1,200
1d8qtmj,zoom ceo eric yuan wants ai clones in meetings | eric yuan wants to let your ai-powered ‘digital twins’ attend meetings for you.,0,200
1d8r1e7,"asana’s new “ai teammate” can tell people what to do at work | instead of just showing who has been assigned what task, now asana says its ai tool can do the assigning or reach out to fill in missing information.",1,200
1d8s5a9,‘dumb drones’ get smart: world’s 1st navigation tech to let uavs fly blind | these circuits are ten times more precise than the micro-electro-mechanical systems inertial measurement units typically used in commercial applications.,3,200
1d9i1fa,"world’s first 3d e-skin gives robots human-like touching sense | this electronic skin from china can decode pressure, friction, and strain in real time",1,200
1d9j2a1,hybrid bonding plays starring role in 3d chips. tech makes millions of connections in a square millimeter of silicon.,4,200
1d9s9lj,"new water-based heat pump delivers 400% more heat than the energy it uses | seawarm’s heat pump can harness energy from any water body, offering a more sustainable solution for powering homes and businesses.",1,200
1db32mo,climeworks captures double the co2 for half the energy. the world’s first megaton carbon capture site will join a growing field.,1,200
1dbz1oy,"stanford's computational imaging lab designed a way to project moving, ai-generated 3d images on what appear to be standard lenses. the breakthrough centers on what the team calls a nanophotonic metasurface waveguide (a waveguide essentially being a piece of glass).",2,200
1dbz36h,"researchers demonstrate the first chip-based 3d printer. smaller than a coin, this optical device could enable rapid prototyping on the go.",1,200
1dbzfnq,"spiderwebs can pick up vibrations in air flow caused by sound waves, and researchers say microphones designed this way could become more sensitive and compact.",1,200
1dchyyt,fast-charging sodium-ion battery uses anodes made from trees,1,200
1dcipwm,"swiss scientists shrink super laser on a small chip in a world-first | miniaturized lasers are more cost effective to produce, portable and could power increasing number of applications in the future.",2,200
1dcmj4h,digital twins are helping scientists run the world’s most complex experiments,1,200
1dcxisr,"researchers developed a programmable metafluid with tunable springiness, optical properties, viscosity & can transition between a newtonian & non-newtonian fluid. the metafluid uses a suspension of small, elastomer spheres that buckle under pressure, radically changing the fluid's characteristics.",2,200
1dcxlsv,"new water-based heat pump delivers 400% more heat than the energy it uses | seawarm’s heat pump can harness energy from any water body, offering a more sustainable solution for powering homes and businesses.",1,200
1ddazv1,"researchers have created a tiny chip that can take images of objects through cardboard | the technology, designed to fit inside a smartphone, brings us a step closer to wielding superman’s x-ray vision abilities (without the x-rays).",1,200
1dde5m4,the cement that could turn your house into a giant battery,1,200
1ddex9z,"soft robot transformers bend, expand, twist to deliver meds inside body | robots for bladder control, blood flow measurement, stomach monitoring, and heart sensing and stimulation.",1,200
1de5tqh,indian startup 3d prints rocket engine in just 72 hours,0,200
1de80cn,"seashell-inspired cement is super stretchy, crack-resistant, unbreakable | the new material is 19x more flexible, stretches without breaking, and 17x more crack-resistant than regular cement.",1,200
1de8l6i,smart powerline “neurons” boost grid capacity | sensor networks enable 40 percent more electricity to pulse through the lines,0,200
1dew2p4,"‘liquid battery’: scientists discover way to store electricity in liquid fuel | the ‘liquid battery’ stores excess renewable energy as isopropanol, a liquid alcohol that serves as a high-density hydrogen carrier.",1,200
1dfpy60,a 3d-printed engine by an indian startup takes rocket four miles into the sky | it's the world's first rocket engine to be 3d-printed in a single piece,1,200
1dfwdir,this engineer’s solar panels are breaking efficiency records. yifeng chen has been at the helm of dozens of photovoltaic advances.,3,200
1dgbsc4,seattle entrepreneurs are building autonomous robots to deliver hassle-free ev charging,4,200
1dgft6y,biotech companies are trying to make milk without cows,1,200
1dgixti,giant chips give supercomputers a run for their money. cerebras’s wafer-scale chips excel at molecular dynamics and ai inference.,2,200
1dh742n,"purified silicon makes bigger, faster quantum computers. pushing out impurities from wafers points toward a million-qubit future.",4,200
1dhcyoj,"mit's portable fingernail scanner can reduce cancer hospitalization by 50% | pointcheck, a portable fingernail scanner, empowers patients to track their white blood cell levels and detect early signs of infection.",4,200
1dhwqvj,"scientists preserve dna in an amber-like polymer. with their “t-rex” method, dna embedded in the polymer could be used for long-term storage of genomes or digital data such as photos and music.",4,200
1dhxmhz,"wireless chipset clocks 640 gbps transmission speed, 100x faster than 5g | the 65nm architecture used to fabricate the chip allows for large scale production at low costs.",0,200
1dia7wx,tdk claims insane energy density in solid-state battery breakthrough. apple supplier says new tech has 100 times the capacity of its current batteries.,1,200
1diebbi,tdk unveils prototype solid-state battery with 20 times the energy density of closest competitor | these tiny wafer batteries could power small devices like the apple watch in just a couple of years,1,200
1dinfab,superman-inspired chip brings x-ray vision to regular smartphones,0,200
1diqyf4,satellites can help detect early warning signs weeks before earthquakes | anomalies in the lithosphere and ionosphere can be detected days in advance,0,200
1djkh9i,"a clean, green way to recycle solar panels. see how this italian startup recovers valuable materials without toxic chemicals.",1,200
